string_id,uniprot_id
9606.ENSP00000277540,Q96AB7
9606.ENSP00000277554,Q96BF6
9606.ENSP00000277570,D3DRR8
9606.ENSP00000277575,A8KA79
9606.ENSP00000277632,Q5SZ68
9606.ENSP00000277746,A6PW36
9606.ENSP00000277865,B3KV55
9606.ENSP00000277895,A6NI16
9606.ENSP00000277903,A8K467
9606.ENSP00000277942,A2RRF0
9606.ENSP00000278025,A1L300
9606.ENSP00000278060,D3DXI6
9606.ENSP00000278070,Q5VV66
9606.ENSP00000278071,D3DRA5
9606.ENSP00000278193,Q9NUP9
9606.ENSP00000278198,A8K0T1
9606.ENSP00000278200,D3DQZ7
9606.ENSP00000278222,P35542
9606.ENSP00000278243,E9PJG5
9606.ENSP00000278282,B2R5F2
9606.ENSP00000278314,B2R8Q1
9606.ENSP00000278319,Q96C84
9606.ENSP00000278353,A8K9B0
9606.ENSP00000278379,B4DQE9
9606.ENSP00000278407,A6NMU0
9606.ENSP00000278409,O95221
9606.ENSP00000278412,Q08945
9606.ENSP00000278422,B7Z4R4
9606.ENSP00000278426,O75387
9606.ENSP00000278483,Q53FT3
9606.ENSP00000278505,A8K6K8
9606.ENSP00000278550,A6ND26
9606.ENSP00000278568,O75561
9606.ENSP00000278572,B2R7N5
9606.ENSP00000278590,B4DI65
9606.ENSP00000278601,Q96A22
9606.ENSP00000278612,A8K1V5
9606.ENSP00000278616,B2RNX5
9606.ENSP00000278618,B2R6D1
9606.ENSP00000278671,Q6IAA8
9606.ENSP00000278742,Q9BS01
9606.ENSP00000278780,Q5T8B4
9606.ENSP00000278823,O94776
9606.ENSP00000278826,A6NGA7
9606.ENSP00000278829,O60426
9606.ENSP00000278833,B2R978
9606.ENSP00000278836,O43582
9606.ENSP00000278840,A8K2M6
9606.ENSP00000278853,P60852
9606.ENSP00000278855,E9PJA4
9606.ENSP00000278865,A8MTP8
9606.ENSP00000278886,A6NJN0
9606.ENSP00000278888,Q01362
9606.ENSP00000278903,A8K7D6
9606.ENSP00000278927,B4DVN8
9606.ENSP00000278935,Q6PKH9
9606.ENSP00000278937,A8K2R1
9606.ENSP00000278947,O60939
9606.ENSP00000278949,A8K025
9606.ENSP00000278979,A6NH79
9606.ENSP00000278980,A2BHJ2
9606.ENSP00000279022,E1P5T6
9606.ENSP00000279024,Q5JYT7
9606.ENSP00000279027,B4DIR8
9606.ENSP00000279028,Q9BR26
9606.ENSP00000279036,B2RND5
9606.ENSP00000279058,Q6UDR6
9606.ENSP00000279068,Q6PFW8
9606.ENSP00000279101,Q5JWL0
9606.ENSP00000279146,A0SZW3
9606.ENSP00000279147,B2R4R2
9606.ENSP00000279168,Q52LE2
9606.ENSP00000279178,A0AVB7
9606.ENSP00000279206,C9JY06
9606.ENSP00000279227,Q86UX7
9606.ENSP00000279242,B2R4G6
9606.ENSP00000279249,B2RD85
9606.ENSP00000279263,A8K4H0
9606.ENSP00000279281,Q6PJV5
9606.ENSP00000279387,P33172
9606.ENSP00000279392,H3BSR3
9606.ENSP00000279441,B2R9X9
9606.ENSP00000279488,O75109
9606.ENSP00000279575,A1L439
9606.ENSP00000279783,B9EJB1
9606.ENSP00000279791,Q6IEW5
9606.ENSP00000279804,A8MVX4
9606.ENSP00000279873,B4DLB3
9606.ENSP00000279907,A0JNW5
9606.ENSP00000280020,Q05DL0
9606.ENSP00000280057,A2A324
9606.ENSP00000280097,B2R9J3
9606.ENSP00000280098,Q6IQ16
9606.ENSP00000280154,B2RCV4
9606.ENSP00000280155,B0LPF6
9606.ENSP00000280187,B7Z642
9606.ENSP00000280190,E7EQX0
9606.ENSP00000280191,Q8NCS5
9606.ENSP00000280236,Q6X2C8
9606.ENSP00000280245,B2RA49
9606.ENSP00000280258,B2RDJ1
9606.ENSP00000280295,Q5HYJ5
9606.ENSP00000280326,A8JZY8
9606.ENSP00000280346,P10515
9606.ENSP00000280350,B4DU48
9606.ENSP00000280357,O75599
9606.ENSP00000280358,A6NDL9
9606.ENSP00000280362,B0YJ87
9606.ENSP00000280377,Q08AL5
9606.ENSP00000280481,Q4QQG1
9606.ENSP00000280527,Q2M2G4
9606.ENSP00000280551,O94855
9606.ENSP00000280557,O43583
9606.ENSP00000280571,Q969X0
9606.ENSP00000280605,A4FVB4
9606.ENSP00000280606,Q2L4Q9
9606.ENSP00000280612,A8K2U4
9606.ENSP00000280614,D3DNY5
9606.ENSP00000280665,B4DRD1
9606.ENSP00000280684,P17658
9606.ENSP00000280700,B4DJE9
9606.ENSP00000280701,Q9NWU1
9606.ENSP00000280706,D3DQY5
9606.ENSP00000280734,Q8N2M4
9606.ENSP00000280758,A4FU41
9606.ENSP00000280772,B1AQT2
9606.ENSP00000280800,F5H5E2
9606.ENSP00000280871,Q17S07
9606.ENSP00000280886,B4DPI5
9606.ENSP00000280904,Q02487
9606.ENSP00000280979,A7E242
9606.ENSP00000280987,Q68CT2
9606.ENSP00000281030,B2R4W7
9606.ENSP00000281031,E9PNU8
9606.ENSP00000281038,G3V178
9606.ENSP00000281043,P04198
9606.ENSP00000281047,A6NI15
9606.ENSP00000281081,B4DHZ1
9606.ENSP00000281092,B2RCR4
9606.ENSP00000281141,A8JZZ7
9606.ENSP00000281142,A4QN04
9606.ENSP00000281146,D3DNY2
9606.ENSP00000281154,Q9H0C2
9606.ENSP00000281156,A8K7M8
9606.ENSP00000281171,A0AV39
9606.ENSP00000281182,B7Z5W4
9606.ENSP00000281187,Q4G0F5
9606.ENSP00000281243,A8K158
9606.ENSP00000281282,Q05BZ4
9606.ENSP00000281321,B1PJR6
9606.ENSP00000281382,Q07326
9606.ENSP00000281419,D6W4Y8
9606.ENSP00000281437,O43518
9606.ENSP00000281441,A8K2L8
9606.ENSP00000281453,A2RRD9
9606.ENSP00000281456,D3DP59
9606.ENSP00000281471,B7Z7J3
9606.ENSP00000281513,A2RRP1
9606.ENSP00000281523,Q9H6B1
9606.ENSP00000281543,Q5XKM8
9606.ENSP00000281589,Q8NHV0
9606.ENSP00000281623,Q68CU8
9606.ENSP00000281631,Q3KRB7
9606.ENSP00000281701,B4DMC4
9606.ENSP00000281703,Q86XG8
9606.ENSP00000281722,B3KWU8
9606.ENSP00000281741,A5PKW9
9606.ENSP00000281772,A0AUZ9
9606.ENSP00000281806,B3KVW4
9606.ENSP00000281821,A8K2P1
9606.ENSP00000281828,B4DFM0
9606.ENSP00000281830,B7Z275
9606.ENSP00000281834,P23510
9606.ENSP00000281882,B2RCY0
9606.ENSP00000281923,D3DP70
9606.ENSP00000281924,Q53QM3
9606.ENSP00000281928,A1L469
9606.ENSP00000281938,B2R6A6
9606.ENSP00000281950,B2RDP8
9606.ENSP00000281961,Q6UWI6
9606.ENSP00000282003,B2RN99
9606.ENSP00000282018,Q9HCQ2
9606.ENSP00000282020,E9PH24
9606.ENSP00000282026,Q969Q4
9606.ENSP00000282032,Q5HYH9
9606.ENSP00000282041,A2BDF3
9606.ENSP00000282058,B2RDM7
9606.ENSP00000282074,A8K4X8
9606.ENSP00000282096,B7ZM37
9606.ENSP00000282111,Q53R97
9606.ENSP00000282141,P07315
9606.ENSP00000282146,B5TJL8
9606.ENSP00000282185,B2RE09
9606.ENSP00000282226,A2RRE4
9606.ENSP00000282249,A1L4C4
9606.ENSP00000282251,A4FU66
9606.ENSP00000282272,Q53SL9
9606.ENSP00000282276,A0AVC3
9606.ENSP00000282282,A8K5Z9
9606.ENSP00000282292,Q6PK81
9606.ENSP00000282296,B4DU22
9606.ENSP00000282308,B2RA92
9606.ENSP00000282326,Q3B798
9606.ENSP00000282344,A8K0X0
9606.ENSP00000282356,D3DSZ7
9606.ENSP00000282369,A1L3Z1
9606.ENSP00000282382,A0A0A6YYA0
9606.ENSP00000282388,P47974
9606.ENSP00000282397,A3E342
9606.ENSP00000282406,Q5JPJ6
9606.ENSP00000282412,O75688
9606.ENSP00000282466,Q6WRI0
9606.ENSP00000282486,E9PBW7
9606.ENSP00000282499,P48058
9606.ENSP00000282507,B4DUQ7
9606.ENSP00000282516,Q6KC79
9606.ENSP00000282538,Q6ZQY3
9606.ENSP00000282541,A8K9U3
9606.ENSP00000282561,B2R5U9
9606.ENSP00000282570,Q96IK5
9606.ENSP00000282572,A8K1W5
9606.ENSP00000282588,B2RNU0
9606.ENSP00000282605,D3DQA3
9606.ENSP00000282611,Q86XQ3
9606.ENSP00000282633,A2A3S2
9606.ENSP00000282670,Q06YR9
9606.ENSP00000282701,P12645
9606.ENSP00000282728,B1AQ17
9606.ENSP00000282753,B9EG79
9606.ENSP00000282841,A8MVQ8
9606.ENSP00000282849,Q6P4R5
9606.ENSP00000282869,Q02313
9606.ENSP00000282878,Q96E17
9606.ENSP00000282892,B2R4I3
9606.ENSP00000282903,B3KWS3
9606.ENSP00000282908,Q6UXH3
9606.ENSP00000282928,Q15915
9606.ENSP00000283006,A8K3Y1
9606.ENSP00000283025,A1L3Z3
9606.ENSP00000283027,P53384
9606.ENSP00000283109,D6RDI3
9606.ENSP00000283131,O60264
9606.ENSP00000283141,A6NDS5
9606.ENSP00000283147,P22004
9606.ENSP00000283148,Q8NBX3
9606.ENSP00000283195,P49792
9606.ENSP00000283206,A8K2M9
9606.ENSP00000283225,A8MPV5
9606.ENSP00000283228,B2R5Z7
9606.ENSP00000283233,F5H839
9606.ENSP00000283243,B2RTU9
9606.ENSP00000283249,B2R9W5
9606.ENSP00000283254,Q16142
9606.ENSP00000283268,A8K349
9606.ENSP00000283285,P40200
9606.ENSP00000283290,Q6PKC5
9606.ENSP00000283296,O94858
9606.ENSP00000283303,B3KTD0
9606.ENSP00000283309,B2RNV8
9606.ENSP00000283351,A0JP15
9606.ENSP00000283357,Q96LP2
9606.ENSP00000283415,Q1HAQ1
9606.ENSP00000283441,Q6UWR9
9606.ENSP00000283474,Q71MF6
9606.ENSP00000283547,Q8N6K0
9606.ENSP00000283550,Q5T8L1
9606.ENSP00000283629,Q68CT0
9606.ENSP00000283632,D6W5M6
9606.ENSP00000283646,P49247
9606.ENSP00000283713,A8MZP1
9606.ENSP00000283752,A6NDM2
9606.ENSP00000283871,A8K417
9606.ENSP00000283875,P29083
9606.ENSP00000283882,O00393
9606.ENSP00000283905,A4D165
9606.ENSP00000283916,O60235
9606.ENSP00000283921,O43370
9606.ENSP00000283928,A4D195
9606.ENSP00000283937,B3KU82
9606.ENSP00000283946,B3KVQ6
9606.ENSP00000284031,O94760
9606.ENSP00000284061,P52429
9606.ENSP00000284073,Q7Z6M7
9606.ENSP00000284110,A8K7N2
9606.ENSP00000284116,A8W735
9606.ENSP00000284136,A6NK46
9606.ENSP00000284142,B1APB8
9606.ENSP00000284154,Q13588
9606.ENSP00000284202,A8MXG0
9606.ENSP00000284240,P04216
9606.ENSP00000284245,Q96GX8
9606.ENSP00000284262,D3DUN2
9606.ENSP00000284268,B2RCA7
9606.ENSP00000284273,Q53GT5
9606.ENSP00000284274,D3DTD3
9606.ENSP00000284288,Q96QZ0
9606.ENSP00000284292,Q92686
9606.ENSP00000284311,P49685
9606.ENSP00000284320,D3DN48
9606.ENSP00000284322,B3KSL4
9606.ENSP00000284382,Q8IU89
9606.ENSP00000284425,Q6NSH9
9606.ENSP00000284440,P09936
9606.ENSP00000284476,Q8N7C2
9606.ENSP00000284486,A8K3T9
9606.ENSP00000284503,B4DFR7
9606.ENSP00000284509,Q8TF62
9606.ENSP00000284523,P56704
9606.ENSP00000284551,A6NKE2
9606.ENSP00000284601,A0AVQ2
9606.ENSP00000284617,A8K5X2
9606.ENSP00000284629,A0AV27
9606.ENSP00000284637,Q05BT2
9606.ENSP00000284669,O60662
9606.ENSP00000284674,Q2M2E2
9606.ENSP00000284690,A8MSV2
9606.ENSP00000284694,B9EIQ9
9606.ENSP00000284719,D7EHM2
9606.ENSP00000284727,B2R4Z0
9606.ENSP00000284767,B2R866
9606.ENSP00000284818,B3Y6A5
9606.ENSP00000284856,O14604
9606.ENSP00000284878,B2R8V8
9606.ENSP00000284881,B2RB30
9606.ENSP00000284885,P98073
9606.ENSP00000284981,B2R5V1
9606.ENSP00000284984,D3DSD5
9606.ENSP00000284987,Q52LV4
9606.ENSP00000284995,B7Z6K1
9606.ENSP00000285013,E1P645
9606.ENSP00000285018,O00755
9606.ENSP00000285021,B4DIP3
9606.ENSP00000285039,B0I1R3
9606.ENSP00000285046,B3KVQ3
9606.ENSP00000285071,A6NJJ8
9606.ENSP00000285093,P42765
9606.ENSP00000285116,B2R9Y6
9606.ENSP00000285199,A6NDT9
9606.ENSP00000285208,B2R5Z9
9606.ENSP00000285238,B2RPA9
9606.ENSP00000285243,Q6AI12
9606.ENSP00000285279,B0AZU1
9606.ENSP00000285298,Q86X15
9606.ENSP00000285311,A0AVE9
9606.ENSP00000285379,B2R7G8
9606.ENSP00000285381,B2R867
9606.ENSP00000285393,Q8N8Y2
9606.ENSP00000285398,P19447
9606.ENSP00000285402,Q14990
9606.ENSP00000285407,A8MVH0
9606.ENSP00000285419,B2R9H4
9606.ENSP00000285420,A8K6I1
9606.ENSP00000285518,Q8IZ47
9606.ENSP00000285599,Q66MP2
9606.ENSP00000285667,B2R616
9606.ENSP00000285670,B3KWJ3
9606.ENSP00000285697,Q63HN9
9606.ENSP00000285735,B3KSW1
9606.ENSP00000285737,B7ZKL7
9606.ENSP00000285805,B7WP46
9606.ENSP00000285814,A8K788
9606.ENSP00000285848,B4DPA2
9606.ENSP00000285871,A8K8X6
9606.ENSP00000285873,Q14CV0
9606.ENSP00000285879,A0PK03
9606.ENSP00000285928,Q2M3I1
9606.ENSP00000285930,B2R8N3
9606.ENSP00000285947,F5H713
9606.ENSP00000285968,A6H8X3
9606.ENSP00000285979,B2R8K2
9606.ENSP00000286031,A6NFP1
9606.ENSP00000286049,Q5HYR4
9606.ENSP00000286063,Q14CD1
9606.ENSP00000286070,Q6NYL0
9606.ENSP00000286175,Q86WF9
9606.ENSP00000286186,Q68HC0
9606.ENSP00000286201,O75084
9606.ENSP00000286234,B2RCL9
9606.ENSP00000286298,A8K2U3
9606.ENSP00000286301,B5A955
9606.ENSP00000286307,A0AVQ1
9606.ENSP00000286317,O43513
9606.ENSP00000286349,A1L4B4
9606.ENSP00000286353,D3DNF5
9606.ENSP00000286355,P40145
9606.ENSP00000286364,A8K7K1
9606.ENSP00000286371,B7Z1N7
9606.ENSP00000286398,O95347
9606.ENSP00000286424,Q542Z6
9606.ENSP00000286428,B2R8L5
9606.ENSP00000286479,O43637
9606.ENSP00000286523,Q6PJG2
9606.ENSP00000286548,O15108
9606.ENSP00000286574,Q6UXI1
9606.ENSP00000286614,B2RAN7
9606.ENSP00000286628,F8WA96
9606.ENSP00000286639,Q16520
9606.ENSP00000286648,B2R8V6
9606.ENSP00000286657,A1L3U9
9606.ENSP00000286688,F4Y588
9606.ENSP00000286692,B3SUG9
9606.ENSP00000286713,B1AM77
9606.ENSP00000286719,O14830
9606.ENSP00000286732,Q6P656
9606.ENSP00000286733,Q02083
9606.ENSP00000286744,A1A566
9606.ENSP00000286758,O43927
9606.ENSP00000286760,Q8N1J9
9606.ENSP00000286788,A6NN54
9606.ENSP00000286794,Q66K19
9606.ENSP00000286808,P56750
9606.ENSP00000286827,B7ZLR6
9606.ENSP00000286835,C9JLZ0
9606.ENSP00000286918,A8K753
9606.ENSP00000286955,A6NEX0
9606.ENSP00000287008,Q08174
9606.ENSP00000287020,Q6KF10
9606.ENSP00000287025,B3KMG6
9606.ENSP00000287042,A8KAN1
9606.ENSP00000287078,Q2T9J0
9606.ENSP00000287097,A5YKK4
9606.ENSP00000287139,Q2M3A5
9606.ENSP00000287143,Q9Y2Y8
9606.ENSP00000287152,Q2MDE3
9606.ENSP00000287156,A6NDM6
9606.ENSP00000287169,Q2TGF0
9606.ENSP00000287202,B4DG28
9606.ENSP00000287218,Q5SZZ0
9606.ENSP00000287239,Q8WU81
9606.ENSP00000287275,A5LGC7
9606.ENSP00000287295,A4QPB4
9606.ENSP00000287322,B4E217
9606.ENSP00000287380,B7ZL19
9606.ENSP00000287387,B4DE68
9606.ENSP00000287394,Q14CR1
9606.ENSP00000287437,Q8N549
9606.ENSP00000287461,Q658J5
9606.ENSP00000287474,A6NLN7
9606.ENSP00000287482,D3DT55
9606.ENSP00000287490,O00761
9606.ENSP00000287538,B2CNW4
9606.ENSP00000287585,A6NH76
9606.ENSP00000287590,B3KWY4
9606.ENSP00000287598,B2R6U0
9606.ENSP00000287600,O43250
9606.ENSP00000287641,B2R5G3
9606.ENSP00000287647,Q2LA86
9606.ENSP00000287652,Q3MIL9
9606.ENSP00000287667,P78421
9606.ENSP00000287675,A8K242
9606.ENSP00000287706,Q7Z4Z0
9606.ENSP00000287713,O75067
9606.ENSP00000287727,O95405
9606.ENSP00000287748,Q96KX0
9606.ENSP00000287777,Q2TBA0
9606.ENSP00000287814,B2R7K6
9606.ENSP00000287820,A8K3G6
9606.ENSP00000287842,A5YAK4
9606.ENSP00000287859,B4DNY0
9606.ENSP00000287878,Q53Y07
9606.ENSP00000287907,P47898
9606.ENSP00000287916,D6W5Q4
9606.ENSP00000287934,A4D1E8
9606.ENSP00000287936,B7Z3Y9
9606.ENSP00000287957,B2RE37
9606.ENSP00000287996,Q5T9F7
9606.ENSP00000288014,D3DS50
9606.ENSP00000288022,Q8WUN6
9606.ENSP00000288025,Q6UXN5
9606.ENSP00000288050,A7E298
9606.ENSP00000288065,Q5T9G4
9606.ENSP00000288078,Q5PSM3
9606.ENSP00000288087,Q86V88
9606.ENSP00000288135,B5A956
9606.ENSP00000288139,B0FYA3
9606.ENSP00000288167,Q9BPZ0
9606.ENSP00000288177,A8K895
9606.ENSP00000288207,B3KM93
9606.ENSP00000288221,O15083
9606.ENSP00000288228,Q8TBF8
9606.ENSP00000288235,Q12965
9606.ENSP00000288266,Q9P2B9
9606.ENSP00000288368,B4DFX0
9606.ENSP00000288462,Q8TAL5
9606.ENSP00000288490,A4D1Q9
9606.ENSP00000288532,B2RDU9
9606.ENSP00000288607,A4D216
9606.ENSP00000288670,B2RZH5
9606.ENSP00000288680,Q3MJ04
9606.ENSP00000288699,Q8TCL6
9606.ENSP00000288710,A8K1N8
9606.ENSP00000288774,B3KWD8
9606.ENSP00000288828,B3KNC2
9606.ENSP00000288840,A9J6M5
9606.ENSP00000288861,A0PJX0
9606.ENSP00000288912,C9J1W2
9606.ENSP00000288937,D3DQU3
9606.ENSP00000288943,Q05923
9606.ENSP00000288955,A2A297
9606.ENSP00000289004,A8K461
9606.ENSP00000289013,Q8TAV1
9606.ENSP00000289081,B1ALR8
9606.ENSP00000289104,B4DIK0
9606.ENSP00000289119,B0YIV0
9606.ENSP00000289166,Q96A09
9606.ENSP00000289228,D3DVH2
9606.ENSP00000289248,B2RNT3
9606.ENSP00000289269,Q2M3V1
9606.ENSP00000289272,O75277
9606.ENSP00000289316,P58876
9606.ENSP00000289359,Q69YV0
9606.ENSP00000289361,A2A278
9606.ENSP00000289371,O60841
9606.ENSP00000289373,A8K614
9606.ENSP00000289382,Q6P2M9
9606.ENSP00000289388,Q7Z7H3
9606.ENSP00000289416,O60363
9606.ENSP00000289429,D3DVD7
9606.ENSP00000289448,O97980
9606.ENSP00000289473,A6NEH2
9606.ENSP00000289528,Q8NB98
9606.ENSP00000289547,A4D2J7
9606.ENSP00000289575,A8K2G9
9606.ENSP00000289619,Q2NL97
9606.ENSP00000289672,Q6UWK1
9606.ENSP00000289707,Q32MC6
9606.ENSP00000289746,P55291
9606.ENSP00000289749,A3KFI7
9606.ENSP00000289753,P50406
9606.ENSP00000289788,Q3MJ62
9606.ENSP00000289805,D3DX85
9606.ENSP00000289902,P30273
9606.ENSP00000289921,B2RDQ5
9606.ENSP00000289932,B7Z329
9606.ENSP00000289957,Q05901
9606.ENSP00000289968,A8K6M6
9606.ENSP00000289989,B4DI44
9606.ENSP00000290015,O14905
9606.ENSP00000290039,Q49AE9
9606.ENSP00000290079,A6NIZ7
9606.ENSP00000290122,B1AQ53
9606.ENSP00000290130,B2R562
9606.ENSP00000290155,P57076
9606.ENSP00000290158,B7ZAV6
9606.ENSP00000290167,B4DJF9
9606.ENSP00000290200,Q08334
9606.ENSP00000290208,A6NGJ4
9606.ENSP00000290216,A8K3N1
9606.ENSP00000290231,B2RTV9
9606.ENSP00000290246,E1P5T3
9606.ENSP00000290271,B4DN22
9606.ENSP00000290277,P07557
9606.ENSP00000290291,O96029
9606.ENSP00000290294,Q96KF2
9606.ENSP00000290295,B2R878
9606.ENSP00000290299,B2R4E2
9606.ENSP00000290310,A5H1P3
9606.ENSP00000290341,C9JT33
9606.ENSP00000290349,B2RBZ7
9606.ENSP00000290354,O75828
9606.ENSP00000290363,B2RD43
9606.ENSP00000290374,Q2M241
9606.ENSP00000290378,P04270
9606.ENSP00000290399,O60766
9606.ENSP00000290401,B2RAL7
9606.ENSP00000290418,B7ZKV5
9606.ENSP00000290429,B0QY72
9606.ENSP00000290438,A8K959
9606.ENSP00000290472,Q86XP0
9606.ENSP00000290524,B7Z848
9606.ENSP00000290536,B7Z6E7
9606.ENSP00000290541,B2R9L3
9606.ENSP00000290551,A0A024R986
9606.ENSP00000290552,B2RN06
9606.ENSP00000290573,D6W5J2
9606.ENSP00000290583,B7ZKK6
9606.ENSP00000290607,Q68DG2
9606.ENSP00000290649,P26442
9606.ENSP00000290650,O60708
9606.ENSP00000290663,A9IZ91
9606.ENSP00000290691,Q495L8
9606.ENSP00000290705,P04731
9606.ENSP00000290722,A1A4U8
9606.ENSP00000290759,B3KM37
9606.ENSP00000290765,O60665
9606.ENSP00000290776,Q68D19
9606.ENSP00000290866,B0LPF0
9606.ENSP00000290871,Q6URK7
9606.ENSP00000290881,A2VCS8
9606.ENSP00000290894,Q7M4L6
9606.ENSP00000290913,D6R9U0
9606.ENSP00000290921,Q13363
9606.ENSP00000290943,A2A2Z9
9606.ENSP00000290949,P12953
9606.ENSP00000290953,O00253
9606.ENSP00000290974,B2RP83
9606.ENSP00000291009,A0A963
9606.ENSP00000291041,P11801
9606.ENSP00000291182,B4DTQ7
9606.ENSP00000291231,P47888
9606.ENSP00000291232,Q96RJ3
9606.ENSP00000291294,P43119
9606.ENSP00000291295,P02593
9606.ENSP00000291386,Q9BZS6
9606.ENSP00000291416,B3KVH5
9606.ENSP00000291442,B2RC68
9606.ENSP00000291458,Q32LY6
9606.ENSP00000291481,A5PKW5
9606.ENSP00000291495,Q6NV88
9606.ENSP00000291526,Q03403
9606.ENSP00000291527,P04155
9606.ENSP00000291536,A8MWV0
9606.ENSP00000291539,B2RBI5
9606.ENSP00000291547,O00528
9606.ENSP00000291552,Q01081
9606.ENSP00000291554,A0A140G945
9606.ENSP00000291560,B4DX36
9606.ENSP00000291565,O00764
9606.ENSP00000291568,P04080
9606.ENSP00000291572,D3DSL2
9606.ENSP00000291574,P48553
9606.ENSP00000291576,B2RAG8
9606.ENSP00000291577,A6NFJ6
9606.ENSP00000291582,B2RP50
9606.ENSP00000291592,Q0VDJ2
9606.ENSP00000291634,Q9NSI2
9606.ENSP00000291672,B4E323
9606.ENSP00000291688,C9JL56
9606.ENSP00000291691,B3KPI1
9606.ENSP00000291700,D3DSN6
9606.ENSP00000291707,Q8IYH7
9606.ENSP00000291715,Q8NHS1
9606.ENSP00000291744,A6NFG7
9606.ENSP00000291759,P59901
9606.ENSP00000291823,A8K863
9606.ENSP00000291842,Q8N2I6
9606.ENSP00000291860,A9PL62
9606.ENSP00000291890,B0V3L2
9606.ENSP00000291900,O00156
9606.ENSP00000291906,Q6P5Z2
9606.ENSP00000291934,A6NJL5
9606.ENSP00000291971,Q7RTR4
9606.ENSP00000292035,O95401
9606.ENSP00000292079,P54710
9606.ENSP00000292090,A8MYP9
9606.ENSP00000292114,Q8N511
9606.ENSP00000292125,O75244
9606.ENSP00000292140,Q6NSJ2
9606.ENSP00000292147,O95571
9606.ENSP00000292169,B2R5D9
9606.ENSP00000292174,P32302
9606.ENSP00000292180,Q8N5J1
9606.ENSP00000292211,B4DF92
9606.ENSP00000292246,A8K8K3
9606.ENSP00000292301,A0AVQ3
9606.ENSP00000292303,O14692
9606.ENSP00000292314,Q8N8I4
9606.ENSP00000292330,A4D2C5
9606.ENSP00000292363,Q9BV68
9606.ENSP00000292377,A4D2A7
9606.ENSP00000292401,D6W5T8
9606.ENSP00000292408,G3JVM2
9606.ENSP00000292427,P15538
9606.ENSP00000292430,G3V116
9606.ENSP00000292431,Q96RE7
9606.ENSP00000292432,P52790
9606.ENSP00000292450,A4D2A6
9606.ENSP00000292475,C9J8H9
9606.ENSP00000292476,D6W5S8
9606.ENSP00000292478,O75127
9606.ENSP00000292513,P34995
9606.ENSP00000292524,A8K0A8
9606.ENSP00000292530,Q6P2E6
9606.ENSP00000292539,D3DWM5
9606.ENSP00000292562,Q2M219
9606.ENSP00000292566,Q53H92
9606.ENSP00000292574,Q8IYK2
9606.ENSP00000292579,D3DWP1
9606.ENSP00000292586,B5MD09
9606.ENSP00000292596,Q16873
9606.ENSP00000292599,Q92585
9606.ENSP00000292609,A8K050
9606.ENSP00000292614,A5D6V8
9606.ENSP00000292616,A8K4K2
9606.ENSP00000292641,Q96PL0
9606.ENSP00000292672,D6W614
9606.ENSP00000292778,A8MPS7
9606.ENSP00000292779,B7Z7H5
9606.ENSP00000292782,B2RB37
9606.ENSP00000292823,A9LYK9
9606.ENSP00000292841,Q6P3V2
9606.ENSP00000292852,Q96EF6
9606.ENSP00000292853,Q8NI29
9606.ENSP00000292879,M0R2N4
9606.ENSP00000292894,Q0P5Z7
9606.ENSP00000292896,P02100
9606.ENSP00000292907,P24310
9606.ENSP00000292928,A3KMP6
9606.ENSP00000293190,B2RTT1
9606.ENSP00000293217,A8K6X8
9606.ENSP00000293230,Q541Y7
9606.ENSP00000293255,Q9NP86
9606.ENSP00000293261,A8K656
9606.ENSP00000293288,A8K4W1
9606.ENSP00000293303,Q6JEL2
9606.ENSP00000293328,P51692
9606.ENSP00000293330,O43612
9606.ENSP00000293350,B4DLQ1
9606.ENSP00000293362,A8K9A3
9606.ENSP00000293373,B4DUT5
9606.ENSP00000293379,P08648
9606.ENSP00000293404,B2RAZ9
9606.ENSP00000293405,Q5GRG3
9606.ENSP00000293414,B2RBC0
9606.ENSP00000293441,A8MXP5
9606.ENSP00000293443,A8MQB4
9606.ENSP00000293471,Q6PF04
9606.ENSP00000293502,B3KVB4
9606.ENSP00000293549,P04628
9606.ENSP00000293599,P55064
9606.ENSP00000293604,A9R9P9
9606.ENSP00000293636,Q5MLF0
9606.ENSP00000293662,Q6PIF8
9606.ENSP00000293670,A1A4S9
9606.ENSP00000293695,B4DYD3
9606.ENSP00000293725,B2R9E7
9606.ENSP00000293745,B4DEI8
9606.ENSP00000293756,Q96MQ9
9606.ENSP00000293760,B4DVH5
9606.ENSP00000293761,A8K2P4
9606.ENSP00000293771,Q96AS7
9606.ENSP00000293777,Q6NS89
9606.ENSP00000293778,A0N0N4
9606.ENSP00000293805,Q6PCB4
9606.ENSP00000293825,O43508
9606.ENSP00000293826,A0A0A6YY99
9606.ENSP00000293829,Q2YDX8
9606.ENSP00000293831,B2R6L8
9606.ENSP00000293845,Q8N6Q0
9606.ENSP00000293851,A6NNQ3
9606.ENSP00000293860,Q1W6H4
9606.ENSP00000293872,B8ZZ13
9606.ENSP00000293879,Q0VA87
9606.ENSP00000293883,A2IDB8
9606.ENSP00000293889,A2IDD5
9606.ENSP00000293894,P57073
9606.ENSP00000293897,P34988
9606.ENSP00000293973,O00634
9606.ENSP00000294008,Q69YT8
9606.ENSP00000294016,A7E2V5
9606.ENSP00000294053,B4DXJ7
9606.ENSP00000294064,A8K327
9606.ENSP00000294066,Q12851
9606.ENSP00000294117,B2R4S7
9606.ENSP00000294119,Q04323
9606.ENSP00000294129,B4DFL5
