id,name
MONDO_0010653,Renpenning syndrome
MONDO_0010654,Partington syndrome
MONDO_0010655,X-linked intellectual disability with marfanoid habitus
MONDO_0010656,"intellectual disability, X-linked 1"
MONDO_0010657,"methylmalonic acidemia with homocystinuria, type cblX"
MONDO_0010658,syndromic X-linked intellectual disability 12
MONDO_0010659,FRAXE intellectual disability
MONDO_0010660,"intellectual disability, X-linked 9"
MONDO_0010661,"severe X-linked intellectual disability, Gustavson type"
MONDO_0010662,paraplegia-intellectual disability-hyperkeratosis syndrome
MONDO_0010663,"intellectual disability-hypotonic facies syndrome, X-linked, 1"
MONDO_0010664,syndromic X-linked intellectual disability Snyder type
MONDO_0010665,Wilson-Turner syndrome
MONDO_0010667,Prieto syndrome
MONDO_0010668,skeletal dysplasia-intellectual disability syndrome
MONDO_0010669,syndactyly type 8
MONDO_0010671,"microphthalmia, syndromic 1"
MONDO_0010672,linear skin defects with multiple congenital anomalies
MONDO_0010674,mucopolysaccharidosis type 2
MONDO_0010675,"muscular dystrophy, cardiac type"
MONDO_0010676,"muscular dystrophy, Hemizygous lethal type"
MONDO_0010677,"muscular dystrophy, Mabry type"
MONDO_0010678,"muscular dystrophy, progressive Pectorodorsal"
MONDO_0010679,Duchenne muscular dystrophy
MONDO_0010680,X-linked Emery-Dreifuss muscular dystrophy
MONDO_0010683,X-linked myotubular myopathy
MONDO_0010684,X-linked myopathy with excessive autophagy
MONDO_0010686,N syndrome
MONDO_0010687,"nephrolithiasis, X-linked recessive, with renal failure"
MONDO_0010688,hereditary sensory neuropathy X-linked
MONDO_0010689,Charcot-Marie-Tooth disease X-linked recessive 4
MONDO_0010690,congenital stationary night blindness 1A
MONDO_0010691,Norrie disease
MONDO_0010693,"nystagmus 1, congenital, X-linked"
MONDO_0010696,"omphalocele, X-linked"
MONDO_0010698,optic atrophy 2
MONDO_0010699,Charcot-Marie-Tooth disease X-linked recessive 5
MONDO_0010702,orofaciodigital syndrome I
MONDO_0010703,ornithine carbamoyltransferase deficiency
MONDO_0010704,otopalatodigital syndrome type 1
MONDO_0010706,premature ovarian failure 1
MONDO_0010708,Pallister-W syndrome
MONDO_0010709,early-onset parkinsonism-intellectual disability syndrome
MONDO_0010710,Pierre Robin syndrome-faciodigital anomaly syndrome
MONDO_0010711,TARP syndrome
MONDO_0010712,"panhypopituitarism, X-linked"
MONDO_0010713,"properdin deficiency, X-linked"
MONDO_0010714,Pelizaeus-Merzbacher spectrum disorder
MONDO_0010716,X-linked lethal multiple pterygium syndrome
MONDO_0010717,pyruvate dehydrogenase E1-alpha deficiency
MONDO_0010718,absent radius-anogenital anomalies syndrome
MONDO_0010720,partial androgen insensitivity syndrome
MONDO_0010721,"reticuloendotheliosis, X-linked"
MONDO_0010722,X-linked retinal dysplasia
MONDO_0010723,retinitis pigmentosa 2
MONDO_0010725,X-linked retinoschisis
MONDO_0010726,Rett syndrome
MONDO_0010727,"Russell-silver syndrome, X-linked"
MONDO_0010728,SCARF syndrome
MONDO_0010729,"X-linked intellectual disability, Schimke type"
MONDO_0010730,"combined immunodeficiency, X-linked"
MONDO_0010731,Simpson-Golabi-Behmel syndrome
MONDO_0010732,spastic paraparesis-deafness syndrome
MONDO_0010733,hereditary spastic paraplegia 2
MONDO_0010735,Kennedy disease
MONDO_0010736,split hand-foot malformation 2
MONDO_0010737,"spondyloepiphyseal dysplasia tarda, X-linked"
MONDO_0010738,"spondylometaphyseal dysplasia, Golden type"
MONDO_0010741,"tooth agenesis, selective, X-linked, 1"
MONDO_0010742,pentalogy of Cantrell
MONDO_0010743,thrombocytopenia 1
MONDO_0010745,beta-thalassemia-X-linked thrombocytopenia syndrome
MONDO_0010747,X-linked dystonia-parkinsonism
MONDO_0010748,torticollis-keloids-cryptorchidism-renal dysplasia syndrome
MONDO_0010749,trigonocephaly-short stature-developmental delay syndrome
MONDO_0010750,ulnar hypoplasia-split foot syndrome
MONDO_0010752,"VACTERL association, X-linked, with or without hydrocephalus"
MONDO_0010753,"cardiac valvular dysplasia, X-linked"
MONDO_0010754,van den Bosch syndrome
MONDO_0010755,"vesicoureteral reflux, X-linked"
MONDO_0010756,"Von Willebrand disease, X-linked form"
MONDO_0010758,Wieacker-Wolff syndrome
MONDO_0010759,Wildervanck syndrome
MONDO_0010761,retinitis pigmentosa Y-linked
MONDO_0010762,"lymphoma, Hodgkin, Y-linked pseudoautosomal"
MONDO_0010763,"spermatogenic failure, Y-linked, 1"
MONDO_0010764,"hearing loss, Y-linked 1"
MONDO_0010765,"46,XY complete gonadal dysgenesis"
MONDO_0010767,"spermatogenic failure, Y-linked, 2"
MONDO_0010768,gonadoblastoma
MONDO_0010771,histiocytoid cardiomyopathy
MONDO_0010772,Leber optic atrophy and dystonia
MONDO_0010773,mitochondrial myopathy with diabetes
MONDO_0010774,"striatonigral degeneration, infantile, mitochondrial"
MONDO_0010775,retinitis pigmentosa-deafness syndrome
MONDO_0010779,mitochondrial non-syndromic sensorineural hearing loss
MONDO_0010780,mitochondrial myopathy with reversible cytochrome C oxidase deficiency
MONDO_0010781,"ataxia and polyneuropathy, adult-onset"
MONDO_0010782,"myopathy, lactic acidosis, and sideroblastic anemia 3"
MONDO_0010785,maternally-inherited diabetes and deafness
MONDO_0010786,chronic diarrhea with villous atrophy
MONDO_0010787,Kearns-Sayre syndrome
MONDO_0010788,Leber hereditary optic neuropathy
MONDO_0010789,MELAS syndrome
MONDO_0010790,MERRF syndrome
MONDO_0010791,"myoglobinuria, recurrent"
MONDO_0010792,lethal infantile mitochondrial myopathy
MONDO_0010794,NARP syndrome
MONDO_0010795,oncocytic neoplasm
MONDO_0010797,Pearson syndrome
MONDO_0010798,proximal tubulopathy-diabetes mellitus-cerebellar ataxia syndrome
MONDO_0010799,"deafness, aminoglycoside-induced"
MONDO_0010800,"Wolfram syndrome, mitochondrial form"
MONDO_0010801,spondylocamptodactyly syndrome
MONDO_0010802,pancreatic hypoplasia-diabetes-congenital heart disease syndrome
MONDO_0010803,Eiken syndrome
MONDO_0010805,bladder exstrophy
MONDO_0010806,retinitis pigmentosa 13
MONDO_0010807,autosomal recessive nonsyndromic hearing loss 2
MONDO_0010808,fatal familial insomnia
MONDO_0010809,familial chronic myelocytic leukemia-like syndrome
MONDO_0010810,"vitamin D hydroxylation-deficient rickets, type 1B"
MONDO_0010814,chondrodysplasia-pseudohermaphroditism syndrome
MONDO_0010815,spondyloepiphyseal dysplasia tarda with characteristic facies
MONDO_0010816,Qazi Markouizos syndrome
MONDO_0010817,autosomal dominant nonsyndromic hearing loss 2A
MONDO_0010818,retinitis pigmentosa 12
MONDO_0010819,Stargardt disease 3
MONDO_0010820,autosomal recessive juvenile Parkinson disease 2
MONDO_0010821,familial developmental dysphasia
MONDO_0010822,Warburg micro syndrome 1
MONDO_0010823,rhizomelic chondrodysplasia punctata type 3
MONDO_0010824,disorder of sex development-intellectual disability syndrome
MONDO_0010825,atrioventricular defect-blepharophimosis-radial and anal defect syndrome
MONDO_0010826,childhood absence epilepsy
MONDO_0010827,retinitis pigmentosa 14
MONDO_0010828,retinitis pigmentosa 11
MONDO_0010829,CARASIL syndrome
MONDO_0010830,neuronal ceroid lipofuscinosis 8
MONDO_0010831,familial caudal dysgenesis
MONDO_0010832,Bardet-Biedl syndrome 3
MONDO_0010835,pterygium colli-intellectual disability-digital anomalies syndrome
MONDO_0010836,nanophthalmos 1
MONDO_0010837,primary hyperparathyroidism
MONDO_0010839,"neuronopathy, distal hereditary motor, autosomal dominant 8"
MONDO_0010840,pachygyria-intellectual disability-epilepsy syndrome
MONDO_0010841,Waardenburg syndrome type 2B
MONDO_0010842,multiple cutaneous and mucosal venous malformations
MONDO_0010844,"epiphyseal dysplasia, multiple, 2"
MONDO_0010846,"exostoses, multiple, type III"
MONDO_0010847,spinocerebellar ataxia type 4
MONDO_0010848,spinocerebellar ataxia type 5
MONDO_0010849,"palmoplantar keratoderma, Bothnian type"
MONDO_0010850,Tessier number 4 facial cleft
MONDO_0010851,Lowry-MacLean syndrome
MONDO_0010852,chromosome 8Q12.1-q21.2 deletion syndrome
MONDO_0010854,Toriello-Lacassie-Droste syndrome
MONDO_0010855,short tarsus-absence of lower eyelashes syndrome
MONDO_0010856,autosomal dominant polycystic kidney disease type 1 with tuberous sclerosis
MONDO_0010857,semantic dementia
MONDO_0010858,macrocephaly-spastic paraplegia-dysmorphism syndrome
MONDO_0010860,autosomal recessive nonsyndromic hearing loss 3
MONDO_0010865,pseudoaminopterin syndrome
MONDO_0010866,infantile osteopetrosis with neuroaxonal dysplasia
MONDO_0010867,PARC syndrome
MONDO_0010868,rippling muscle disease 1
MONDO_0010869,motor neuron disease with dementia and ophthalmoplegia
MONDO_0010870,tibial muscular dystrophy
MONDO_0010873,band heterotopia of brain
MONDO_0010876,recessive aplasia cutis congenita of limbs
MONDO_0010877,Charcot-Marie-Tooth disease type 5
MONDO_0010878,hereditary spastic paraplegia 6
MONDO_0010879,CODAS syndrome
MONDO_0010880,"telangiectasia, hereditary hemorrhagic, type 2"
MONDO_0010881,mesomelia-synostoses syndrome
MONDO_0010882,aphalangy-syndactyly-microcephaly syndrome
MONDO_0010883,pectus excavatum-macrocephaly-dysplastic nails syndrome
MONDO_0010884,"muscular dystrophy, scapulohumeral"
MONDO_0010886,2q37 microdeletion syndrome
MONDO_0010887,isolated anterior cervical hypertrichosis
MONDO_0010889,arterial dissection-lentiginosis syndrome
MONDO_0010890,acrocardiofacial syndrome
MONDO_0010891,lethal hemolytic anemia-genital anomalies syndrome
MONDO_0010894,maturity-onset diabetes of the young type 3
MONDO_0010896,pigment dispersion syndrome
MONDO_0010898,autosomal dominant epilepsy with auditory features
MONDO_0010899,autosomal dominant nocturnal frontal lobe epilepsy 1
MONDO_0010900,intrauterine growth retardation with increased mitomycin c sensitivity
MONDO_0010901,HEC syndrome
MONDO_0010902,"spondyloepiphyseal dysplasia, Reardon type"
MONDO_0010903,"craniosynostosis, Adelaide type"
MONDO_0010905,cone-rod dystrophy 1
MONDO_0010906,orofacial cleft 11
MONDO_0010907,familial hypertryptophanemia
MONDO_0010908,loose anagen syndrome
MONDO_0010909,UV-sensitive syndrome 1
MONDO_0010911,prolactin-producing pituitary gland adenoma
MONDO_0010912,"fibrosis of extraocular muscles, congenital, 3A, with or without extraocular involvement"
MONDO_0010913,Caroli disease
MONDO_0010914,"carnitine palmitoyl transferase II deficiency, severe infantile form"
MONDO_0010915,autosomal dominant nonsyndromic hearing loss 4A
MONDO_0010916,polycystic kidney disease 3 with or without polycystic liver disease
MONDO_0010917,chondrocalcinosis 1
MONDO_0010920,microtia
MONDO_0010921,nasal dermoid cyst
MONDO_0010922,Satoyoshi syndrome
MONDO_0010923,proximal myopathy with focal depletion of mitochondria
MONDO_0010924,D-2-hydroxyglutaric aciduria
MONDO_0010925,velo-facial-skeletal syndrome
MONDO_0010926,familial hypocalciuric hypercalcemia 3
MONDO_0010927,orofacial cleft 3
MONDO_0010929,craniosynostosis 4
MONDO_0010930,anophthalmia plus syndrome
MONDO_0010931,"vitamin D-dependent rickets, type 2B"
MONDO_0010932,progressive bifocal chorioretinal atrophy
MONDO_0010933,autosomal recessive nonsyndromic hearing loss 4
MONDO_0010936,frontotemporal dementia and/or amyotrophic lateral sclerosis 7
MONDO_0010938,T-B+ severe combined immunodeficiency due to JAK3 deficiency
MONDO_0010939,gallbladder disease 1
MONDO_0010945,retinitis pigmentosa 17
MONDO_0010946,hypertrophic cardiomyopathy 6
MONDO_0010947,Budd-Chiari syndrome
MONDO_0010948,cataract 10 multiple types
MONDO_0010949,Charcot-Marie-Tooth disease type 2B
MONDO_0010951,dilated cardiomyopathy 1B
MONDO_0010952,hereditary hyperferritinemia with congenital cataracts
MONDO_0010953,Fanconi anemia complementation group E
MONDO_0010954,"Wiskott-Aldrich syndrome, autosomal dominant form"
MONDO_0010956,"enamel hypoplasia, cataracts, and aqueductal stenosis"
MONDO_0010958,"cardiac arrhythmia, ankyrin-B-related"
MONDO_0010959,van den Ende-Gupta syndrome
MONDO_0010961,obesity due to prohormone convertase I deficiency
MONDO_0010962,diffuse nonepidermolytic palmoplantar keratoderma
MONDO_0010963,autosomal dominant nonsyndromic hearing loss 6
MONDO_0010964,"epiphyseal dysplasia, multiple, 3"
MONDO_0010965,autosomal recessive nonsyndromic hearing loss 6
MONDO_0010966,achondrogenesis type IB
MONDO_0010967,autosomal recessive nonsyndromic hearing loss 7
MONDO_0010968,"glaucoma 3, primary infantile, B"
MONDO_0010969,cone-rod dystrophy 5
MONDO_0010970,"cardiac malformation, cleft lip/palate, microcephaly, and digital anomalies"
MONDO_0010971,infundibulopelvic stenosis-multicystic kidney syndrome
MONDO_0010972,hydrocephalus-costovertebral dysplasia-Sprengel anomaly syndrome
MONDO_0010973,autosomal dominant nonsyndromic hearing loss 5
MONDO_0010974,"nephrotic syndrome, type 2"
MONDO_0010976,"epidermolysis bullosa simplex 1D, generalized, intermediate or severe, autosomal recessive"
MONDO_0010977,Brody myopathy
MONDO_0010979,Timothy syndrome
MONDO_0010981,absent tibia-polydactyly-arachnoid cyst syndrome
MONDO_0010983,dystonia 9
MONDO_0010984,Usher syndrome type 1D
MONDO_0010985,"epilepsy, familial adult myoclonic, 1"
MONDO_0010986,autosomal recessive nonsyndromic hearing loss 9
MONDO_0010987,autosomal recessive nonsyndromic hearing loss 8
MONDO_0010988,aplasia cutis-myopia syndrome
MONDO_0010989,Mayer-Rokitansky-Küster-Hauser syndrome type 2
MONDO_0010991,"laterality defects, autosomal dominant"
MONDO_0010992,Ayme-Gripp syndrome
MONDO_0010993,Harrod syndrome
MONDO_0010995,Charcot-Marie-Tooth disease type 1C
MONDO_0010996,hereditary hemorrhagic telangiectasia type 3
MONDO_0010997,"supranuclear palsy, progressive, 1"
MONDO_0010998,ALG3-congenital disorder of glycosylation
MONDO_0010999,fallot complex-intellectual disability-growth delay syndrome
MONDO_0011001,Brugada syndrome 1
MONDO_0011002,"neuropathy, hereditary motor and sensory, type 6A"
MONDO_0011003,dilated cardiomyopathy 1E
MONDO_0011004,lissencephaly type 3-metacarpal bone dysplasia syndrome
MONDO_0011006,hereditary spastic paraplegia 9A
MONDO_0011007,diaphragmatic defect-limb deficiency-skull defect syndrome
MONDO_0011008,cleft lip/palate-intestinal malrotation-cardiopathy syndrome
MONDO_0011010,Matthew-Wood syndrome
MONDO_0011011,skeletal dysplasia-epilepsy-short stature syndrome
MONDO_0011012,African iron overload
MONDO_0011013,autosomal dominant hypocalcemia 1
MONDO_0011014,pleuropulmonary blastoma
MONDO_0011015,cataract 24
MONDO_0011017,Naxos disease
MONDO_0011018,brachyolmia-amelogenesis imperfecta syndrome
MONDO_0011019,alopecia-intellectual disability-hypergonadotropic hypogonadism syndrome
MONDO_0011020,osteoporosis-oculocutaneous hypopigmentation syndrome
MONDO_0011021,"neuronal intestinal dysplasia, type B"
MONDO_0011022,Potocki-Shaffer syndrome
MONDO_0011023,hereditary mixed polyposis syndrome
MONDO_0011024,"dermatitis herpetiformis, familial"
MONDO_0011025,Cayman type cerebellar ataxia
MONDO_0011026,autosomal recessive congenital ichthyosis 4A
MONDO_0011027,"diabetes mellitus, noninsulin-dependent, 1"
MONDO_0011028,autosomal recessive limb-girdle muscular dystrophy type 2F
MONDO_0011031,autosomal dominant nonsyndromic hearing loss 10
MONDO_0011032,autosomal dominant nonsyndromic hearing loss 11
MONDO_0011034,odontomicronychial dysplasia
MONDO_0011035,neurofibromatosis-Noonan syndrome
MONDO_0011036,porencephaly-cerebellar hypoplasia-internal malformations syndrome
MONDO_0011038,cerebellar ataxia-areflexia-pes cavus-optic atrophy-sensorineural hearing loss syndrome
MONDO_0011041,"ectodermal dysplasia with natal teeth, Turnpenny type"
MONDO_0011045,MMEP syndrome
MONDO_0011046,"short stature, Brussels type"
MONDO_0011047,deafness-epiphyseal dysplasia-short stature syndrome
MONDO_0011048,epilepsy-microcephaly-skeletal dysplasia syndrome
MONDO_0011049,Fine-Lubinsky syndrome
MONDO_0011050,microcephaly-cardiac defect-lung malsegmentation syndrome
MONDO_0011051,"lethal short-limb skeletal dysplasia, Al Gazali type"
MONDO_0011053,intellectual disability-sparse hair-brachydactyly syndrome
MONDO_0011054,autosomal recessive amelia
MONDO_0011055,distal monosomy 10p
MONDO_0011056,Wilms tumor 4
MONDO_0011057,cerebrovascular disorder
MONDO_0011058,autosomal dominant nonsyndromic hearing loss 9
MONDO_0011059,holoprosencephaly-craniosynostosis syndrome
MONDO_0011060,early-onset non-syndromic cataract
MONDO_0011061,"chorea, remitting, with nystagmus and cataract"
MONDO_0011062,aprosencephaly cerebellar dysgenesis
MONDO_0011063,"hidrotic ectodermal dysplasia, Christianson-Fourie type"
MONDO_0011064,"lethal chondrodysplasia, Seller type"
MONDO_0011065,Hunter-McAlpine craniosynostosis
MONDO_0011066,Charcot-Marie-Tooth disease type 4B1
MONDO_0011067,autosomal recessive nonsyndromic hearing loss 12
MONDO_0011070,van Maldergem syndrome 1
MONDO_0011071,hereditary thrombocytopenia and hematologic cancer predisposition syndrome
MONDO_0011072,"diabetes mellitus, noninsulin-dependent, 2"
MONDO_0011073,"diabetes mellitus, transient neonatal, 1"
MONDO_0011074,autosomal dominant nonsyndromic hearing loss 7
MONDO_0011075,retinitis pigmentosa 18
MONDO_0011076,myofibrillar myopathy 1
MONDO_0011078,"anterior chamber cleavage disorder, cerebellar hypoplasia, hypothyroidism, and tracheal stenosis"
MONDO_0011079,"rhizomelic dysplasia, Patterson-Lowry type"
MONDO_0011080,progressive deafness with stapes fixation
MONDO_0011081,dislocation of the hip-dysmorphism syndrome
MONDO_0011082,oculoauriculofrontonasal syndrome
MONDO_0011083,trichodental syndrome
MONDO_0011085,Charcot-Marie-Tooth disease type 4D
MONDO_0011086,"severe combined immunodeficiency, autosomal recessive, T cell-negative, B cell-negative, NK cell-positive"
MONDO_0011088,congenital myasthenic syndrome 1A
MONDO_0011089,patent ductus venosus
MONDO_0011090,isolated hereditary congenital facial paralysis
MONDO_0011091,Charcot-Marie-Tooth disease type 2D
MONDO_0011093,mucopolysaccharidosis type 9
MONDO_0011094,dilated cardiomyopathy 1C
MONDO_0011095,dilated cardiomyopathy 1D
MONDO_0011096,autosomal agammaglobulinemia
MONDO_0011097,Axenfeld-Rieger syndrome type 2
MONDO_0011098,"prostate cancer, hereditary, 1"
MONDO_0011099,human HOXA1 syndromes
MONDO_0011101,peroxisome biogenesis disorder 1B
MONDO_0011102,autosomal dominant nonsyndromic hearing loss 12
MONDO_0011103,autosomal dominant nonsyndromic hearing loss 3A
MONDO_0011104,cataract 3 multiple types
MONDO_0011105,"alacrima, congenital, autosomal recessive"
MONDO_0011106,facial dysmorphism-lens dislocation-anterior segment abnormalities-spontaneous filtering blebs syndrome
MONDO_0011107,congenital hypotrichosis with juvenile macular dystrophy
MONDO_0011109,"multiple epiphyseal dysplasia, Lowry type"
MONDO_0011112,Wilms tumor 5
MONDO_0011113,Charcot-Marie-Tooth disease type 4C
MONDO_0011114,familial multiple trichoepithelioma
MONDO_0011116,lung agenesis-heart defect-thumb anomalies syndrome
MONDO_0011118,bilineal acute myeloid leukemia
MONDO_0011119,iridogoniodysgenesis
MONDO_0011120,"neural tube defects, folate-sensitive"
MONDO_0011121,pheochromocytoma/paraganglioma syndrome 2
MONDO_0011122,obesity disorder
MONDO_0011124,spondyloepimetaphyseal dysplasia-abnormal dentition syndrome
MONDO_0011125,"trichothiodystrophy 1, photosensitive"
MONDO_0011128,Sheldon-hall syndrome
MONDO_0011129,glaucoma type 1C
MONDO_0011131,tricho-oculo-dermo-vertebral syndrome
MONDO_0011132,"T-cell immunodeficiency, congenital alopecia, and nail dystrophy"
MONDO_0011133,"deaf blind hypopigmentation syndrome, Yemenite type"
MONDO_0011134,Curry-Jones syndrome
MONDO_0011136,Quebec platelet disorder
MONDO_0011137,retinitis pigmentosa 19
MONDO_0011139,preaxial hallucal polydactyly
MONDO_0011141,"megaloblastic anemia, folate-responsive"
MONDO_0011142,"Ehlers-Danlos syndrome, musculocontractural type"
MONDO_0011143,cone-rod dystrophy 6
MONDO_0011144,"ceroid lipofuscinosis, neuronal, 6A"
MONDO_0011145,colobomatous microphthalmia - obesity - hypogenitalism - intellectual disability syndrome
MONDO_0011146,tetrasomy 12p
MONDO_0011147,chromosome 18q deletion syndrome
MONDO_0011149,"premature aging syndrome, Okamoto type"
MONDO_0011150,acroosteolysis-keloid-like lesions-premature aging syndrome
MONDO_0011151,exudative vitreoretinopathy 4
MONDO_0011152,PHGDH deficiency
MONDO_0011153,"hyperinsulinemic hypoglycemia, familial, 2"
MONDO_0011154,"acrofacial dysostosis, Palagonia type"
MONDO_0011155,vacuolar Neuromyopathy
MONDO_0011156,progressive familial intrahepatic cholestasis type 2
MONDO_0011157,Gomez-Lopez-Hernandez syndrome
MONDO_0011158,autoimmune lymphoproliferative syndrome type 1
MONDO_0011159,autosomal dominant nonsyndromic hearing loss 13
MONDO_0011160,autosomal recessive nonsyndromic hearing loss 15
MONDO_0011162,cataract 14 multiple types
MONDO_0011165,glomerulopathy with fibronectin deposits 2
MONDO_0011166,lymphedema-atrial septal defects-facial changes syndrome
MONDO_0011169,keratosis linearis-ichthyosis congenita-sclerosing keratoderma syndrome
MONDO_0011170,autosomal recessive limb-girdle muscular dystrophy type 2G
MONDO_0011171,odonto-tricho-ungual-digito-palmar syndrome
MONDO_0011173,thrombocythemia 2
MONDO_0011174,hyperzincemia with functional zinc depletion
MONDO_0011175,Friedreich ataxia 2
MONDO_0011176,intestinal hypomagnesemia 1
MONDO_0011177,"ectodermal dysplasia 4, hair/nail type"
MONDO_0011178,infantile convulsions and choreoathetosis
MONDO_0011181,"fibrosis of extraocular muscles, congenital, 2"
MONDO_0011182,trimethylaminuria
MONDO_0011183,"Paget disease of bone 2, early-onset"
MONDO_0011184,childhood apraxia of speech
MONDO_0011185,Thiel-Behnke corneal dystrophy
MONDO_0011186,Usher syndrome type 1F
MONDO_0011187,"polydactyly, postaxial, type A2"
MONDO_0011188,arrhythmogenic right ventricular dysplasia 3
MONDO_0011189,arrhythmogenic right ventricular dysplasia 4
MONDO_0011190,nephronophthisis 2
MONDO_0011192,autosomal recessive nonsyndromic hearing loss 18A
MONDO_0011193,cone dystrophy 3
MONDO_0011194,Alzheimer disease 5
MONDO_0011195,Usher syndrome type 1E
MONDO_0011196,amyotrophic lateral sclerosis type 5
MONDO_0011197,hereditary thermosensitive neuropathy
MONDO_0011198,"spondyloepimetaphyseal dysplasia, Missouri type"
MONDO_0011199,"nephropathy, progressive tubulointerstitial, with cholestatic liver disease"
MONDO_0011200,torsion dystonia 7
MONDO_0011202,RHYNS syndrome
MONDO_0011203,Pierre Robin sequence with pectus excavatum and rib and scapular anomalies
MONDO_0011205,medium chain 3-ketoacyl-Coa thiolase deficiency
MONDO_0011208,malignant atrophic papulosis
MONDO_0011209,progeroid facial appearance with hand anomalies
MONDO_0011211,axial spondylometaphyseal dysplasia
MONDO_0011213,Pierpont syndrome
MONDO_0011214,progressive familial intrahepatic cholestasis type 3
MONDO_0011215,osteocraniostenosis
MONDO_0011216,hemochromatosis type 2A
MONDO_0011217,desmosterolosis
MONDO_0011218,autosomal recessive congenital ichthyosis 11
MONDO_0011219,Fried's tooth and nail syndrome
MONDO_0011220,"Parkinson disease 3, autosomal dominant"
MONDO_0011223,amyotrophic lateral sclerosis type 4
MONDO_0011224,monomelic amyotrophy
MONDO_0011225,severe combined immunodeficiency due to DCLRE1C deficiency
MONDO_0011226,autosomal dominant nonsyndromic hearing loss 15
MONDO_0011227,short stature-auditory canal atresia-mandibular hypoplasia-skeletal anomalies syndrome
MONDO_0011229,ethylmalonic encephalopathy
MONDO_0011230,ossification of the posterior longitudinal ligament of the spine
MONDO_0011232,"migraine, familial hemiplegic, 2"
MONDO_0011233,Axenfeld-Rieger syndrome type 3
MONDO_0011234,auriculocondylar syndrome 1
MONDO_0011235,pelvic dysplasia-arthrogryposis of lower limbs syndrome
MONDO_0011236,"hyperinsulinemic hypoglycemia, familial, 3"
MONDO_0011238,"chondrodysplasia punctata, brachytelephalangic, autosomal"
MONDO_0011239,colobomatous macrophthalmia-microcornea syndrome
MONDO_0011240,megalencephaly-capillary malformation-polymicrogyria syndrome
MONDO_0011242,Bartter disease type 4A
MONDO_0011243,grange syndrome
MONDO_0011244,Marshall-Smith syndrome
MONDO_0011245,"ichthyosis, hystrix-like, with hearing loss"
MONDO_0011246,megaconial type congenital muscular dystrophy
MONDO_0011248,distal monosomy 13q
MONDO_0011249,torsion dystonia with onset in infancy
MONDO_0011252,"spondyloepimetaphyseal dysplasia, Shohat type"
MONDO_0011253,craniomicromelic syndrome
MONDO_0011255,mandibulofacial dysostosis-macroblepharon-macrostomia syndrome
MONDO_0011257,MPI-congenital disorder of glycosylation
MONDO_0011258,branchiootic syndrome 1
MONDO_0011259,retinitis pigmentosa 22
MONDO_0011260,"pancreatic lymphoma, familial"
MONDO_0011261,"spondyloepiphyseal dysplasia with coronal craniosynostosis, cataracts, cleft palate, and intellectual disability"
MONDO_0011262,"camptodactyly, myopia, and fibrosis of the medial rectus muscle of eye"
MONDO_0011264,torsion dystonia 6
MONDO_0011265,"tooth agenesis, selective, 2"
MONDO_0011266,myotonic dystrophy type 2
MONDO_0011268,"renal tubular acidosis, distal, 3, with or without sensorineural hearing loss"
MONDO_0011270,"prostate cancer, hereditary, 8"
MONDO_0011271,rigid spine muscular dystrophy 1
MONDO_0011272,retinitis pigmentosa 25
MONDO_0011273,H syndrome
MONDO_0011274,Muenke syndrome
MONDO_0011275,"acromesomelic dysplasia 1, Maroteaux type"
MONDO_0011279,autosomal recessive nonsyndromic hearing loss 17
MONDO_0011281,congenital myasthenic syndrome 5
MONDO_0011283,mitochondrial DNA depletion syndrome 1
MONDO_0011285,age related macular degeneration 1
MONDO_0011286,autosomal recessive nonsyndromic hearing loss 13
MONDO_0011287,craniosynostosis-anal anomalies-porokeratosis syndrome
MONDO_0011291,ALG6-congenital disorder of glycosylation 1C
MONDO_0011296,"Meckel syndrome, type 2"
MONDO_0011297,autosomal dominant nocturnal frontal lobe epilepsy 2
MONDO_0011299,Huntington disease-like 1
MONDO_0011301,pseudohypoparathyroidism type 1B
MONDO_0011303,focal segmental glomerulosclerosis 1
MONDO_0011304,cerebral cavernous malformation 2
MONDO_0011305,cerebral cavernous malformation 3
MONDO_0011308,GRACILE syndrome
MONDO_0011309,familial gestational hyperthyroidism
MONDO_0011312,"thyroid carcinoma, nonmedullary, with or without cell oxyphilia"
MONDO_0011313,megalencephaly-polymicrogyria-polydactyly-hydrocephalus syndrome 1
MONDO_0011320,radioulnar synostosis-microcephaly-scoliosis syndrome
MONDO_0011323,"arhinia, choanal atresia, and microphthalmia"
MONDO_0011325,Fanconi anemia complementation group F
MONDO_0011326,"citrullinemia, type II, adult-onset"
MONDO_0011327,neuronal intranuclear inclusion disease
MONDO_0011330,spinocerebellar ataxia type 10
MONDO_0011331,congenital chylothorax
MONDO_0011334,limb-mammary syndrome
MONDO_0011335,spondyloepimetaphyseal dysplasia with multiple dislocations
MONDO_0011336,familial hemophagocytic lymphohistiocytosis 4
MONDO_0011337,familial hemophagocytic lymphohistiocytosis 2
MONDO_0011338,Omenn syndrome
MONDO_0011339,hereditary spastic paraplegia 8
MONDO_0011340,congenital tracheal stenosis
MONDO_0011342,SLC35A1-congenital disorder of glycosylation
MONDO_0011346,xanthinuria type II
MONDO_0011347,craniosynostosis with ectopia lentis
MONDO_0011348,non-syndromic polydactyly
MONDO_0011350,autosomal dominant nonsyndromic hearing loss 17
MONDO_0011351,autosomal recessive nonsyndromic hearing loss 21
MONDO_0011354,situs inversus totalis with cystic dysplasia of kidneys and pancreas
