drug_name,inchikey,smiles,disease_name,umls_cui,snomed_conceptid,approval_year,approval_source
clindamycin,KDLRVYVGXIQJDK-AWPVFWJPSA-N,CCC[C@@H]1C[C@H](N(C)C1)C(=O)N[C@H]([C@H](C)Cl)[C@H]1O[C@H](SC)[C@H](O)[C@@H](O)[C@H]1O,Anaerobic Peritonitis,,,1970,FDA
clindamycin,KDLRVYVGXIQJDK-AWPVFWJPSA-N,CCC[C@@H]1C[C@H](N(C)C1)C(=O)N[C@H]([C@H](C)Cl)[C@H]1O[C@H](SC)[C@H](O)[C@@H](O)[C@H]1O,Clostridium Perfringens Empyema,,,1970,FDA
clindamycin,KDLRVYVGXIQJDK-AWPVFWJPSA-N,CCC[C@@H]1C[C@H](N(C)C1)C(=O)N[C@H]([C@H](C)Cl)[C@H]1O[C@H](SC)[C@H](O)[C@@H](O)[C@H]1O,Streptococcus pyogenes infection,C0554628,302809008.0,1970,FDA
clindamycin,KDLRVYVGXIQJDK-AWPVFWJPSA-N,CCC[C@@H]1C[C@H](N(C)C1)C(=O)N[C@H]([C@H](C)Cl)[C@H]1O[C@H](SC)[C@H](O)[C@@H](O)[C@H]1O,Infectious disease of abdomen,C1112209,128070006.0,1970,FDA
clindamycin,KDLRVYVGXIQJDK-AWPVFWJPSA-N,CCC[C@@H]1C[C@H](N(C)C1)C(=O)N[C@H]([C@H](C)Cl)[C@H]1O[C@H](SC)[C@H](O)[C@@H](O)[C@H]1O,Skin and Skin Structure Anaerobic Infection,,,1970,FDA
clindamycin,KDLRVYVGXIQJDK-AWPVFWJPSA-N,CCC[C@@H]1C[C@H](N(C)C1)C(=O)N[C@H]([C@H](C)Cl)[C@H]1O[C@H](SC)[C@H](O)[C@@H](O)[C@H]1O,Prevention of Bacterial Endocarditis,,,1970,FDA
clindamycin,KDLRVYVGXIQJDK-AWPVFWJPSA-N,CCC[C@@H]1C[C@H](N(C)C1)C(=O)N[C@H]([C@H](C)Cl)[C@H]1O[C@H](SC)[C@H](O)[C@@H](O)[C@H]1O,Aspiration pneumonia,C0032290,422588002.0,1970,FDA
clindamycin,KDLRVYVGXIQJDK-AWPVFWJPSA-N,CCC[C@@H]1C[C@H](N(C)C1)C(=O)N[C@H]([C@H](C)Cl)[C@H]1O[C@H](SC)[C@H](O)[C@@H](O)[C@H]1O,Anaerobic septicemia,C0152967,1976008.0,1970,FDA
clindamycin,KDLRVYVGXIQJDK-AWPVFWJPSA-N,CCC[C@@H]1C[C@H](N(C)C1)C(=O)N[C@H]([C@H](C)Cl)[C@H]1O[C@H](SC)[C@H](O)[C@@H](O)[C@H]1O,Bacterial septicemia,C0684256,10001005.0,1970,FDA
clindamycin,KDLRVYVGXIQJDK-AWPVFWJPSA-N,CCC[C@@H]1C[C@H](N(C)C1)C(=O)N[C@H]([C@H](C)Cl)[C@H]1O[C@H](SC)[C@H](O)[C@@H](O)[C@H]1O,Inflammatory Disease of Female Pelvic Organs,,,1970,FDA
clindamycin,KDLRVYVGXIQJDK-AWPVFWJPSA-N,CCC[C@@H]1C[C@H](N(C)C1)C(=O)N[C@H]([C@H](C)Cl)[C@H]1O[C@H](SC)[C@H](O)[C@@H](O)[C@H]1O,Bacteroides Endomyometritis,,,1970,FDA
clindamycin,KDLRVYVGXIQJDK-AWPVFWJPSA-N,CCC[C@@H]1C[C@H](N(C)C1)C(=O)N[C@H]([C@H](C)Cl)[C@H]1O[C@H](SC)[C@H](O)[C@@H](O)[C@H]1O,Anaerobic Lung Abscess,,,1970,FDA
clindamycin,KDLRVYVGXIQJDK-AWPVFWJPSA-N,CCC[C@@H]1C[C@H](N(C)C1)C(=O)N[C@H]([C@H](C)Cl)[C@H]1O[C@H](SC)[C@H](O)[C@@H](O)[C@H]1O,Anaerobic Endometritis,,,1970,FDA
clindamycin,KDLRVYVGXIQJDK-AWPVFWJPSA-N,CCC[C@@H]1C[C@H](N(C)C1)C(=O)N[C@H]([C@H](C)Cl)[C@H]1O[C@H](SC)[C@H](O)[C@@H](O)[C@H]1O,Anaerobic Pelvic Cellulitis,,,1970,FDA
clindamycin,KDLRVYVGXIQJDK-AWPVFWJPSA-N,CCC[C@@H]1C[C@H](N(C)C1)C(=O)N[C@H]([C@H](C)Cl)[C@H]1O[C@H](SC)[C@H](O)[C@@H](O)[C@H]1O,Infection of bone,C2242472,111253001.0,1970,FDA
clindamycin,KDLRVYVGXIQJDK-AWPVFWJPSA-N,CCC[C@@H]1C[C@H](N(C)C1)C(=O)N[C@H]([C@H](C)Cl)[C@H]1O[C@H](SC)[C@H](O)[C@@H](O)[C@H]1O,Infection due to Staphylococcus aureus,C1318973,406602003.0,1970,FDA
clindamycin,KDLRVYVGXIQJDK-AWPVFWJPSA-N,CCC[C@@H]1C[C@H](N(C)C1)C(=O)N[C@H]([C@H](C)Cl)[C@H]1O[C@H](SC)[C@H](O)[C@@H](O)[C@H]1O,Empyema of pleura,C0014013,58554001.0,1970,FDA
clindamycin,KDLRVYVGXIQJDK-AWPVFWJPSA-N,CCC[C@@H]1C[C@H](N(C)C1)C(=O)N[C@H]([C@H](C)Cl)[C@H]1O[C@H](SC)[C@H](O)[C@@H](O)[C@H]1O,Staphylococcal pneumonia,C0032308,22754005.0,1970,FDA
clindamycin,KDLRVYVGXIQJDK-AWPVFWJPSA-N,CCC[C@@H]1C[C@H](N(C)C1)C(=O)N[C@H]([C@H](C)Cl)[C@H]1O[C@H](SC)[C@H](O)[C@@H](O)[C@H]1O,Infection due to anaerobic bacteria,C0854328,423451008.0,1970,FDA
clindamycin,KDLRVYVGXIQJDK-AWPVFWJPSA-N,CCC[C@@H]1C[C@H](N(C)C1)C(=O)N[C@H]([C@H](C)Cl)[C@H]1O[C@H](SC)[C@H](O)[C@@H](O)[C@H]1O,Staphylococcal septicemia,C0152965,111821004.0,1970,FDA
clindamycin,KDLRVYVGXIQJDK-AWPVFWJPSA-N,CCC[C@@H]1C[C@H](N(C)C1)C(=O)N[C@H]([C@H](C)Cl)[C@H]1O[C@H](SC)[C@H](O)[C@@H](O)[C@H]1O,Infectious disorder of joint,C0157749,363162000.0,1970,FDA
clindamycin,KDLRVYVGXIQJDK-AWPVFWJPSA-N,CCC[C@@H]1C[C@H](N(C)C1)C(=O)N[C@H]([C@H](C)Cl)[C@H]1O[C@H](SC)[C@H](O)[C@@H](O)[C@H]1O,Pneumonia due to Streptococcus,C0155862,34020007.0,1970,FDA
clindamycin,KDLRVYVGXIQJDK-AWPVFWJPSA-N,CCC[C@@H]1C[C@H](N(C)C1)C(=O)N[C@H]([C@H](C)Cl)[C@H]1O[C@H](SC)[C@H](O)[C@@H](O)[C@H]1O,Intra-Abdominal Anaerobic Abscess,,,1970,FDA
clindamycin,KDLRVYVGXIQJDK-AWPVFWJPSA-N,CCC[C@@H]1C[C@H](N(C)C1)C(=O)N[C@H]([C@H](C)Cl)[C@H]1O[C@H](SC)[C@H](O)[C@@H](O)[C@H]1O,Infection of skin AND/OR subcutaneous tissue,C0178299,19824006.0,1970,FDA
mesoridazine,SLVMESMUVMCQIY-UHFFFAOYSA-N,CN1CCCCC1CCN1C2=CC=CC=C2SC2=C1C=C(C=C2)S(C)=O,Schizophrenia,C0036341,58214004.0,1970,FDA
lithium carbonate,,,Juvenile rheumatoid arthritis,C3495559,410795001.0,1970,FDA
lithium carbonate,,,Dysmenorrhea,C0013390,266599000.0,1970,FDA
lithium carbonate,,,Fever,C0015967,386661006.0,1970,FDA
lithium carbonate,,,Rheumatoid arthritis,C0003873,69896004.0,1970,FDA
lithium carbonate,,,Osteoarthritis,C0029408,396275006.0,1970,FDA
lithium carbonate,,,"Bipolar affective disorder, current episode manic",C0338873,191618007.0,1970,FDA
lithium carbonate,,,Headache disorder,C0393735,230461009.0,1970,FDA
lithium carbonate,,,Bipolar disorder,C0005586,13746004.0,1970,FDA
lithium carbonate,,,Pain,C0030193,22253000.0,1970,FDA
lithium carbonate,,,Bipolar disorder in remission,C0270425,85248005.0,1970,FDA
flurazepam,SAADBVWGJQAEFS-UHFFFAOYSA-N,CCN(CC)CCN1C2=CC=C(Cl)C=C2C(=NCC1=O)C1=C(F)C=CC=C1,Insomnia,C0917801,193462001.0,1970,FDA
tetracosactide,ZOEFCCMDUURGSE-SQKVDDBVSA-N,CSCC[C@H](NC(=O)[C@H](CO)NC(=O)[C@H](CC1=CC=C(O)C=C1)NC(=O)[C@@H](N)CO)C(=O)N[C@@H](CCC(O)=O)C(=O)N[C@@H](CC1=CNC=N1)C(=O)N[C@@H](CC1=CC=CC=C1)C(=O)N[C@@H](CCCNC(N)=N)C(=O)N[C@@H](CC1=CNC2=C1C=CC=C2)C(=O)NCC(=O)N[C@@H](CCCCN)C(=O)N1CCC[C@H]1C(=O)N[C@@H](C(C)C)C(=O)NCC(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CCCNC(N)=N)C(=O)N[C@@H](CCCNC(N)=N)C(=O)N1CCC[C@H]1C(=O)N[C@@H](C(C)C)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](C(C)C)C(=O)N[C@@H](CC1=CC=C(O)C=C1)C(=O)N1CCC[C@H]1C(O)=O,Cosyntropin preparation,C0010192,126188005.0,1970,FDA
tetracosactide,ZOEFCCMDUURGSE-SQKVDDBVSA-N,CSCC[C@H](NC(=O)[C@H](CO)NC(=O)[C@H](CC1=CC=C(O)C=C1)NC(=O)[C@@H](N)CO)C(=O)N[C@@H](CCC(O)=O)C(=O)N[C@@H](CC1=CNC=N1)C(=O)N[C@@H](CC1=CC=CC=C1)C(=O)N[C@@H](CCCNC(N)=N)C(=O)N[C@@H](CC1=CNC2=C1C=CC=C2)C(=O)NCC(=O)N[C@@H](CCCCN)C(=O)N1CCC[C@H]1C(=O)N[C@@H](C(C)C)C(=O)NCC(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CCCNC(N)=N)C(=O)N[C@@H](CCCNC(N)=N)C(=O)N1CCC[C@H]1C(=O)N[C@@H](C(C)C)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](C(C)C)C(=O)N[C@@H](CC1=CC=C(O)C=C1)C(=O)N1CCC[C@H]1C(O)=O,Diagnostic Test for Secondary Adrenocortical Insufficiency,,,1970,FDA
tetracosactide,ZOEFCCMDUURGSE-SQKVDDBVSA-N,CSCC[C@H](NC(=O)[C@H](CO)NC(=O)[C@H](CC1=CC=C(O)C=C1)NC(=O)[C@@H](N)CO)C(=O)N[C@@H](CCC(O)=O)C(=O)N[C@@H](CC1=CNC=N1)C(=O)N[C@@H](CC1=CC=CC=C1)C(=O)N[C@@H](CCCNC(N)=N)C(=O)N[C@@H](CC1=CNC2=C1C=CC=C2)C(=O)NCC(=O)N[C@@H](CCCCN)C(=O)N1CCC[C@H]1C(=O)N[C@@H](C(C)C)C(=O)NCC(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CCCNC(N)=N)C(=O)N[C@@H](CCCNC(N)=N)C(=O)N1CCC[C@H]1C(=O)N[C@@H](C(C)C)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](C(C)C)C(=O)N[C@@H](CC1=CC=C(O)C=C1)C(=O)N1CCC[C@H]1C(O)=O,Adrenal cortical hypofunction,C0405580,386584007.0,1970,FDA
plicamycin,CFCUWKMKBJTWLW-BKHRDMLASA-N,CO[C@@H]([C@@H]1CC2=CC3=CC(O[C@H]4C[C@@H](O[C@H]5C[C@@H](O)[C@H](O)[C@@H](C)O5)[C@H](O)[C@@H](C)O4)=C(C)C(O)=C3C(O)=C2C(=O)[C@H]1O[C@H]1C[C@@H](O[C@H]2C[C@@H](O[C@H]3C[C@](C)(O)[C@H](O)[C@@H](C)O3)[C@@H](O)[C@@H](C)O2)[C@H](O)[C@@H](C)O1)C(=O)[C@@H](O)[C@@H](C)O,Malignant tumor of testis,C0153594,363449006.0,1970,FDA
colistimethate sodium,,,Klebsiella Infections,,,1970,FDA
levodopa,WTDRDQBEARUVNC-LURJTMIESA-N,N[C@@H](CC1=CC(O)=C(O)C=C1)C(O)=O,Postencephalitic parkinsonism,C0030568,19972008.0,1970,FDA
levodopa,WTDRDQBEARUVNC-LURJTMIESA-N,N[C@@H](CC1=CC(O)=C(O)C=C1)C(O)=O,Parkinsonism,C0242422,32798002.0,1970,FDA
levodopa,WTDRDQBEARUVNC-LURJTMIESA-N,N[C@@H](CC1=CC(O)=C(O)C=C1)C(O)=O,Parkinson's disease,C0030567,49049000.0,1970,FDA
colistimethate sodium,,,Infection due to Escherichia coli,C0014836,71057007.0,1970,FDA
colistimethate sodium,,,Pseudomonas Aeruginosa Infections,,,1970,FDA
colistimethate sodium,,,Pseudomonas Respiratory Tract Infection in Cystic Fibrosis,,,1970,FDA
colistimethate sodium,,,Enterobacter Infection,,,1970,FDA
droperidol,RMEDXOLNCUSCGS-UHFFFAOYSA-N,FC1=CC=C(C=C1)C(=O)CCCN1CCC(=CC1)N1C(=O)NC2=C1C=CC=C2,Post-Operative Nausea and Vomiting,C0520909,1488000.0,1970,FDA
droperidol,RMEDXOLNCUSCGS-UHFFFAOYSA-N,FC1=CC=C(C=C1)C(=O)CCCN1CCC(=CC1)N1C(=O)NC2=C1C=CC=C2,Intra-Operative Nausea and Vomiting,,,1970,FDA
gentamicin,,,Citrobacter Septicemia,,,1970,FDA
gentamicin,,,Synergy for Staphylococcus Aureus Pneumonia,,,1970,FDA
gentamicin,,,Synergy for Enterobacter Meningitis,,,1970,FDA
gentamicin,,,Infection due to Enterobacteriaceae,C0014347,128945009.0,1970,FDA
gentamicin,,,Pseudomonas Aeruginosa Meningitis,,,1970,FDA
gentamicin,,,Proteus septicemia,C0577690,300986008.0,1970,FDA
gentamicin,,,Synergy for Serratia Meningitis,,,1970,FDA
gentamicin,,,Synergy for Klebsiella Meningitis,,,1970,FDA
gentamicin,,,Septicemia due to Serratia,C0152973,82091000.0,1970,FDA
gentamicin,,,Citrobacter Pneumonia,,,1970,FDA
gentamicin,,,Furunculosis,C0016867,112650006.0,1970,FDA
gentamicin,,,Bacterial septicemia,C0684256,10001005.0,1970,FDA
gentamicin,,,Synergy for Pseudomonas Aeruginosa Septicemia,,,1970,FDA
gentamicin,,,Bacterial conjunctivitis,C0009768,128350005.0,1970,FDA
gentamicin,,,Synergy for Pseudomonas Aeruginosa Osteomyelitis,,,1970,FDA
gentamicin,,,Synergy for Bacterial Meningitis,,,1970,FDA
gentamicin,,,Bacterial keratitis,C0854211,314557000.0,1970,FDA
gentamicin,,,Infectious disease of abdomen,C1112209,128070006.0,1970,FDA
gentamicin,,,Klebsiella Septicemia,,,1970,FDA
gentamicin,,,Meibomianitis,C0549398,309779001.0,1970,FDA
gentamicin,,,Synergy for Staphylococcal Joint Infection,,,1970,FDA
gentamicin,,,Skin and Skin Structure Pseudomonas Aeruginosa Infection,,,1970,FDA
gentamicin,,,Infectious disorder of joint,C0157749,363162000.0,1970,FDA
gentamicin,,,Synergy for Pseudomonas Aeruginosa Pneumonia,,,1970,FDA
gentamicin,,,Skin and Skin Structure Serratia Infection,,,1970,FDA
gentamicin,,,Synergy for Citrobacter Meningitis,,,1970,FDA
gentamicin,,,Blepharoconjunctivitis,C0005743,68659002.0,1970,FDA
gentamicin,,,Cholangitis,C0008311,82403002.0,1970,FDA
gentamicin,,,Pseudomonas Aeruginosa Biliary Tract Infection,,,1970,FDA
gentamicin,,,Septicemia due to Escherichia coli,C0276088,9323009.0,1970,FDA
gentamicin,,,Bacterial pneumonia,C0004626,53084003.0,1970,FDA
gentamicin,,,Bacterial infection due to Klebsiella pneumoniae,C0343402,186435004.0,1970,FDA
gentamicin,,,Skin and Skin Structure Citrobacter Infection,,,1970,FDA
gentamicin,,,Skin and Skin Structure Proteus Infection,,,1970,FDA
gentamicin,,,Neonatal meningitis,C0456107,276674008.0,1970,FDA
gentamicin,,,Synergy for Staphylococcal Endocarditis,,,1970,FDA
gentamicin,,,Dacryocystitis,C0010930,85777005.0,1970,FDA
gentamicin,,,Folliculitis,C0016436,13600006.0,1970,FDA
gentamicin,,,Infection of skin AND/OR subcutaneous tissue,C0178299,19824006.0,1970,FDA
gentamicin,,,Peritonitis,C0031154,48661000.0,1970,FDA
gentamicin,,,Bacterial meningitis,C0085437,95883001.0,1970,FDA
gentamicin,,,Synergy for Neonatal Meningitis,,,1970,FDA
gentamicin,,,Sepsis of the newborn,C0456103,206376005.0,1970,FDA
gentamicin,,,Paronychia,C0030578,71906005.0,1970,FDA
gentamicin,,,Complicated Bacterial Peritonitis,,,1970,FDA
gentamicin,,,Infection of bone,C2242472,111253001.0,1970,FDA
gentamicin,,,Synergy for Skin and Skin Structure Pseudomonas Aeruginosa Infection,,,1970,FDA
gentamicin,,,Complicated Urinary Tract Infections,,,1970,FDA
gentamicin,,,Burn Wound Infections,,,1970,FDA
gentamicin,,,Sepsis due to Pseudomonas,C2887096,448813005.0,1970,FDA
gentamicin,,,Proteus pneumonia,C1260917,195888009.0,1970,FDA
gentamicin,,,Infection due to Pseudomonas aeruginosa,C0276075,11218009.0,1970,FDA
gentamicin,,,Infection due to Escherichia coli,C0014836,71057007.0,1970,FDA
gentamicin,,,Pneumonia due to Escherichia coli,C0276089,51530003.0,1970,FDA
gentamicin,,,Bacterial infection due to Serratia,C0085394,71120004.0,1970,FDA
gentamicin,,,Pseudomonas Aeruginosa Joint Infection,,,1970,FDA
gentamicin,,,Gram-Negative Aerobic Bacillary Pneumonia,,,1970,FDA
gentamicin,,,Rhinoscleroma,C0035468,72409005.0,1970,FDA
gentamicin,,,Bacterial infection of skin,C0162627,128936008.0,1970,FDA
gentamicin,,,Synergy for Group B Streptococcal Septicemia,,,1970,FDA
gentamicin,,,Infective blepharitis,C0729587,312219000.0,1970,FDA
gentamicin,,,Synergy for Staphylococcus Skin and Skin Structure Infection,,,1970,FDA
gentamicin,,,Synergy for Pseudomonas Aeruginosa Joint Infection,,,1970,FDA
gentamicin,,,Enterobacter Pneumonia,,,1970,FDA
gentamicin,,,Pneumonia due to Pseudomonas,C0155860,41381004.0,1970,FDA
gentamicin,,,Synergy for Staphylococcal Septicemia,,,1970,FDA
gentamicin,,,Synergy for Escherichia Coli Meningitis,,,1970,FDA
gentamicin,,,Synergy for Staphylococcal Infections,,,1970,FDA
gentamicin,,,Sepsis due to Gram negative bacteria,C3163829,449082003.0,1970,FDA
gentamicin,,,Synergy for Pseudomonas Aeruginosa Meningitis,,,1970,FDA
gentamicin,,,Neonatal pneumonia,C0339968,233619008.0,1970,FDA
gentamicin,,,Synergy for Proteus Meningitis,,,1970,FDA
gentamicin,,,Pseudomonas Aeruginosa Osteomyelitis,,,1970,FDA
gentamicin,,,Complicated UTI with Pseudomonas Aeruginosa,,,1970,FDA
mitotane,JWBOIMRXGHLCPP-UHFFFAOYSA-N,ClC(Cl)C(C1=CC=C(Cl)C=C1)C1=C(Cl)C=CC=C1,Carcinoma in situ of adrenal cortex,C0686510,92526009.0,1970,FDA
penicillamine,VVNCNSJFMMFHPL-VKHMYHEASA-N,CC(C)(S)[C@@H](N)C(O)=O,Cystinuria,C0010691,85020001.0,1970,FDA
penicillamine,VVNCNSJFMMFHPL-VKHMYHEASA-N,CC(C)(S)[C@@H](N)C(O)=O,Rheumatoid arthritis,C0003873,69896004.0,1970,FDA
penicillamine,VVNCNSJFMMFHPL-VKHMYHEASA-N,CC(C)(S)[C@@H](N)C(O)=O,Cystine Renal Calculi,,,1970,FDA
penicillamine,VVNCNSJFMMFHPL-VKHMYHEASA-N,CC(C)(S)[C@@H](N)C(O)=O,Wilson's disease,C0019202,88518009.0,1970,FDA
floxuridine,ODKNJVUHOIMIIZ-RRKCRQDMSA-N,OC[C@H]1O[C@H](C[C@@H]1O)N1C=C(F)C(=O)NC1=O,Primary malignant neoplasm of gastrointestinal tract,C1306632,363745004.0,1970,FDA
floxuridine,ODKNJVUHOIMIIZ-RRKCRQDMSA-N,OC[C@H]1O[C@H](C[C@@H]1O)N1C=C(F)C(=O)NC1=O,Malignant neoplasm of liver,C0345904,93870000.0,1970,FDA
cefalexin,ZAIPMKNFIOOWCQ-UEKVPHQBSA-N,CC1=C(N2[C@H](SC1)[C@H](NC(=O)[C@H](N)C1=CC=CC=C1)C2=O)C(O)=O,Escherichia coli urinary tract infection,C0577708,301011002.0,1971,FDA
cefalexin,ZAIPMKNFIOOWCQ-UEKVPHQBSA-N,CC1=C(N2[C@H](SC1)[C@H](NC(=O)[C@H](N)C1=CC=CC=C1)C2=O)C(O)=O,Proteus urinary tract infection,C0577709,301012009.0,1971,FDA
cefalexin,ZAIPMKNFIOOWCQ-UEKVPHQBSA-N,CC1=C(N2[C@H](SC1)[C@H](NC(=O)[C@H](N)C1=CC=CC=C1)C2=O)C(O)=O,Prostatitis,C0033581,9713002.0,1971,FDA
cefalexin,ZAIPMKNFIOOWCQ-UEKVPHQBSA-N,CC1=C(N2[C@H](SC1)[C@H](NC(=O)[C@H](N)C1=CC=CC=C1)C2=O)C(O)=O,Klebsiella cystitis,C0520775,60867007.0,1971,FDA
cefalexin,ZAIPMKNFIOOWCQ-UEKVPHQBSA-N,CC1=C(N2[C@H](SC1)[C@H](NC(=O)[C@H](N)C1=CC=CC=C1)C2=O)C(O)=O,Bacterial urinary infection,C0729524,312124009.0,1971,FDA
cefalexin,ZAIPMKNFIOOWCQ-UEKVPHQBSA-N,CC1=C(N2[C@H](SC1)[C@H](NC(=O)[C@H](N)C1=CC=CC=C1)C2=O)C(O)=O,Staphylococcus Acute Otitis Media,C1698510,703469002.0,1971,FDA
cefalexin,ZAIPMKNFIOOWCQ-UEKVPHQBSA-N,CC1=C(N2[C@H](SC1)[C@H](NC(=O)[C@H](N)C1=CC=CC=C1)C2=O)C(O)=O,Infection due to Staphylococcus aureus,C1318973,406602003.0,1971,FDA
cefalexin,ZAIPMKNFIOOWCQ-UEKVPHQBSA-N,CC1=C(N2[C@H](SC1)[C@H](NC(=O)[C@H](N)C1=CC=CC=C1)C2=O)C(O)=O,Infective otitis media,C0729586,312218008.0,1971,FDA
cefalexin,ZAIPMKNFIOOWCQ-UEKVPHQBSA-N,CC1=C(N2[C@H](SC1)[C@H](NC(=O)[C@H](N)C1=CC=CC=C1)C2=O)C(O)=O,Haemophilus Influenzae Acute Otitis Media,C0276027,19021002.0,1971,FDA
cefalexin,ZAIPMKNFIOOWCQ-UEKVPHQBSA-N,CC1=C(N2[C@H](SC1)[C@H](NC(=O)[C@H](N)C1=CC=CC=C1)C2=O)C(O)=O,Infection of bone,C2242472,111253001.0,1971,FDA
cefalexin,ZAIPMKNFIOOWCQ-UEKVPHQBSA-N,CC1=C(N2[C@H](SC1)[C@H](NC(=O)[C@H](N)C1=CC=CC=C1)C2=O)C(O)=O,Acute otitis media,C0271429,3110003.0,1971,FDA
cefalexin,ZAIPMKNFIOOWCQ-UEKVPHQBSA-N,CC1=C(N2[C@H](SC1)[C@H](NC(=O)[C@H](N)C1=CC=CC=C1)C2=O)C(O)=O,Streptococcus pyogenes infection,C0554628,302809008.0,1971,FDA
cefalexin,ZAIPMKNFIOOWCQ-UEKVPHQBSA-N,CC1=C(N2[C@H](SC1)[C@H](NC(=O)[C@H](N)C1=CC=CC=C1)C2=O)C(O)=O,Proteus Prostatitis,,,1971,FDA
cefalexin,ZAIPMKNFIOOWCQ-UEKVPHQBSA-N,CC1=C(N2[C@H](SC1)[C@H](NC(=O)[C@H](N)C1=CC=CC=C1)C2=O)C(O)=O,Osteomyelitis due to Staphylococcus aureus,C1997728,428783003.0,1971,FDA
cefalexin,ZAIPMKNFIOOWCQ-UEKVPHQBSA-N,CC1=C(N2[C@H](SC1)[C@H](NC(=O)[C@H](N)C1=CC=CC=C1)C2=O)C(O)=O,Streptococcal tonsillitis,C0275804,41582007.0,1971,FDA
cefalexin,ZAIPMKNFIOOWCQ-UEKVPHQBSA-N,CC1=C(N2[C@H](SC1)[C@H](NC(=O)[C@H](N)C1=CC=CC=C1)C2=O)C(O)=O,Infectious disorder of joint,C0157749,363162000.0,1971,FDA
cefalexin,ZAIPMKNFIOOWCQ-UEKVPHQBSA-N,CC1=C(N2[C@H](SC1)[C@H](NC(=O)[C@H](N)C1=CC=CC=C1)C2=O)C(O)=O,Streptococcus Osteomyelitis,,,1971,FDA
cefalexin,ZAIPMKNFIOOWCQ-UEKVPHQBSA-N,CC1=C(N2[C@H](SC1)[C@H](NC(=O)[C@H](N)C1=CC=CC=C1)C2=O)C(O)=O,Moraxella Catarrhalis Acute Otitis Media,C1698510,703469002.0,1971,FDA
cefalexin,ZAIPMKNFIOOWCQ-UEKVPHQBSA-N,CC1=C(N2[C@H](SC1)[C@H](NC(=O)[C@H](N)C1=CC=CC=C1)C2=O)C(O)=O,Klebsiella Prostatitis,,,1971,FDA
cefalexin,ZAIPMKNFIOOWCQ-UEKVPHQBSA-N,CC1=C(N2[C@H](SC1)[C@H](NC(=O)[C@H](N)C1=CC=CC=C1)C2=O)C(O)=O,Pneumonia due to Streptococcus,C0155862,34020007.0,1971,FDA
cefalexin,ZAIPMKNFIOOWCQ-UEKVPHQBSA-N,CC1=C(N2[C@H](SC1)[C@H](NC(=O)[C@H](N)C1=CC=CC=C1)C2=O)C(O)=O,Infection of skin AND/OR subcutaneous tissue,C0178299,19824006.0,1971,FDA
calcium chloride,,,Hypocalcemia,C0020598,5291005.0,1971,FDA
sodium lactate,,,Hypokalemia,C0020621,43339004.0,1971,FDA
sodium lactate,,,Hypokalemia Prevention,,,1971,FDA
calcium chloride,,,Skin Grafting Adjunct,,,1971,FDA
calcium chloride,,,Hypokalemia Prevention,,,1971,FDA
calcium chloride,,,Hypermagnesemia,C0151714,66978005.0,1971,FDA
calcium chloride,,,Cardiac arrest,C0018790,410429000.0,1971,FDA
calcium chloride,,,Hypokalemia,C0020621,43339004.0,1971,FDA
calcium chloride,,,Disorder of electrolytes,C1704431,237840007.0,1971,FDA
calcium chloride,,,Hyperkalemia,C0020461,14140009.0,1971,FDA
calcium chloride,,,Surgical Hemostasis Adjunct,,,1971,FDA
calcium chloride,,,Hypocalcemic tetany,C0151940,190869004.0,1971,FDA
oxacillin,UWYHMGVUTGAWSP-JKIFEVAISA-N,CC1=C(C(=O)N[C@H]2[C@H]3SC(C)(C)[C@@H](N3C2=O)C(O)=O)C(=NO1)C1=CC=CC=C1,Infection of skin AND/OR subcutaneous tissue,C0178299,19824006.0,1971,FDA
oxacillin,UWYHMGVUTGAWSP-JKIFEVAISA-N,CC1=C(C(=O)N[C@H]2[C@H]3SC(C)(C)[C@@H](N3C2=O)C(O)=O)C(=NO1)C1=CC=CC=C1,Staphylococcus Epidermidis Urinary Tract Infection,,,1971,FDA
oxacillin,UWYHMGVUTGAWSP-JKIFEVAISA-N,CC1=C(C(=O)N[C@H]2[C@H]3SC(C)(C)[C@@H](N3C2=O)C(O)=O)C(=NO1)C1=CC=CC=C1,Staphylococcal Prosthetic Heart Valve Endocarditis,,,1971,FDA
oxacillin,UWYHMGVUTGAWSP-JKIFEVAISA-N,CC1=C(C(=O)N[C@H]2[C@H]3SC(C)(C)[C@@H](N3C2=O)C(O)=O)C(=NO1)C1=CC=CC=C1,Pharyngitis,C0031350,405737000.0,1971,FDA
oxacillin,UWYHMGVUTGAWSP-JKIFEVAISA-N,CC1=C(C(=O)N[C@H]2[C@H]3SC(C)(C)[C@@H](N3C2=O)C(O)=O)C(=NO1)C1=CC=CC=C1,Staphylococcus Aureus Bronchitis,,,1971,FDA
